,File,Start,End,Roll Amount,Label,2D Predictions,Resnet Predictions
160,2024-05-20_10_53_33.wav,384000,386400,0,0,0,0
161,2024-05-20_10_53_33.wav,386400,388800,0,0,0,0
162,2024-05-20_10_53_33.wav,388800,391200,0,0,0,0
163,2024-05-20_10_53_33.wav,391200,393600,0,0,0,0
164,2024-05-20_10_53_33.wav,393600,396000,0,0,0,0
165,2024-05-20_10_53_33.wav,396000,398400,0,0,1,1
166,2024-05-20_10_53_33.wav,398400,400800,0,0,0,0
167,2024-05-20_10_53_33.wav,400800,403200,0,0,0,0
168,2024-05-20_10_53_33.wav,403200,405600,0,0,0,0
169,2024-05-20_10_53_33.wav,405600,408000,0,0,0,0
170,2024-05-20_10_53_33.wav,408000,410400,0,0,0,0
171,2024-05-20_10_53_33.wav,410400,412800,0,0,0,0
172,2024-05-20_10_53_33.wav,412800,415200,0,0,0,0
173,2024-05-20_10_53_33.wav,415200,417600,0,0,0,1
174,2024-05-20_10_53_33.wav,417600,420000,0,0,0,0
175,2024-05-20_10_53_33.wav,420000,422400,0,0,0,0
176,2024-05-20_10_53_33.wav,422400,424800,0,0,0,0
177,2024-05-20_10_53_33.wav,424800,427200,0,0,0,0
178,2024-05-20_10_53_33.wav,427200,429600,0,0,0,0
179,2024-05-20_10_53_33.wav,429600,432000,0,0,0,0
180,2024-05-20_10_53_33.wav,432000,434400,0,0,0,0
181,2024-05-20_10_53_33.wav,434400,436800,0,0,0,0
182,2024-05-20_10_53_33.wav,436800,439200,0,0,0,0
183,2024-05-20_10_53_33.wav,439200,441600,0,0,0,0
184,2024-05-20_10_53_33.wav,441600,444000,0,0,0,0
185,2024-05-20_10_53_33.wav,444000,446400,0,0,0,0
186,2024-05-20_10_53_33.wav,446400,448800,0,0,0,0
187,2024-05-20_10_53_33.wav,448800,451200,0,0,0,0
188,2024-05-20_10_53_33.wav,451200,453600,0,1,1,1
189,2024-05-20_10_53_33.wav,453600,456000,0,0,0,0
190,2024-05-20_10_53_33.wav,456000,458400,0,0,0,0
191,2024-05-20_10_53_33.wav,458400,460800,0,0,0,0
192,2024-05-20_10_53_33.wav,460800,463200,0,0,0,0
193,2024-05-20_10_53_33.wav,463200,465600,0,0,0,0
194,2024-05-20_10_53_33.wav,465600,468000,0,0,0,0
195,2024-05-20_10_53_33.wav,468000,470400,0,0,0,0
196,2024-05-20_10_53_33.wav,470400,472800,0,0,0,0
197,2024-05-20_10_53_33.wav,472800,475200,0,0,0,0
198,2024-05-20_10_53_33.wav,475200,477600,0,0,0,0
199,2024-05-20_10_53_33.wav,477600,480000,0,0,0,0
200,2024-05-20_10_53_33.wav,480000,482400,0,0,0,0
201,2024-05-20_10_53_33.wav,482400,484800,0,0,0,0
202,2024-05-20_10_53_33.wav,484800,487200,0,0,0,0
203,2024-05-20_10_53_33.wav,487200,489600,0,0,0,0
204,2024-05-20_10_53_33.wav,489600,492000,0,0,0,0
205,2024-05-20_10_53_33.wav,492000,494400,0,0,0,0
206,2024-05-20_10_53_33.wav,494400,496800,0,0,0,0
207,2024-05-20_10_53_33.wav,496800,499200,0,0,0,0
208,2024-05-20_10_53_33.wav,499200,501600,0,0,0,0
209,2024-05-20_10_53_33.wav,501600,504000,0,0,0,0
210,2024-05-20_10_53_33.wav,504000,506400,0,0,0,0
211,2024-05-20_10_53_33.wav,506400,508800,0,0,0,0
212,2024-05-20_10_53_33.wav,508800,511200,0,0,0,0
213,2024-05-20_10_53_33.wav,511200,513600,0,0,0,0
214,2024-05-20_10_53_33.wav,513600,516000,0,0,0,0
215,2024-05-20_10_53_33.wav,516000,518400,0,0,0,0
216,2024-05-20_10_53_33.wav,518400,520800,0,0,0,0
217,2024-05-20_10_53_33.wav,520800,523200,0,0,0,0
218,2024-05-20_10_53_33.wav,523200,525600,0,0,0,0
219,2024-05-20_10_53_33.wav,525600,528000,0,0,0,0
220,2024-05-20_10_53_33.wav,528000,530400,0,0,0,0
221,2024-05-20_10_53_33.wav,530400,532800,0,0,0,0
222,2024-05-20_10_53_33.wav,532800,535200,0,0,0,0
223,2024-05-20_10_53_33.wav,535200,537600,0,0,0,0
224,2024-05-20_10_53_33.wav,537600,540000,0,0,0,0
225,2024-05-20_10_53_33.wav,540000,542400,0,0,0,0
226,2024-05-20_10_53_33.wav,542400,544800,0,0,0,0
227,2024-05-20_10_53_33.wav,544800,547200,0,0,0,0
228,2024-05-20_10_53_33.wav,547200,549600,0,0,0,0
229,2024-05-20_10_53_33.wav,549600,552000,0,0,0,0
230,2024-05-20_10_53_33.wav,552000,554400,0,0,0,0
231,2024-05-20_10_53_33.wav,554400,556800,0,0,0,0
232,2024-05-20_10_53_33.wav,556800,559200,0,0,0,0
233,2024-05-20_10_53_33.wav,559200,561600,0,0,0,0
234,2024-05-20_10_53_33.wav,561600,564000,0,0,0,0
235,2024-05-20_10_53_33.wav,564000,566400,0,0,0,0
236,2024-05-20_10_53_33.wav,566400,568800,0,0,0,0
237,2024-05-20_10_53_33.wav,568800,571200,0,0,0,0
238,2024-05-20_10_53_33.wav,571200,573600,0,0,0,0
239,2024-05-20_10_53_33.wav,573600,576000,0,0,0,0
240,2024-05-20_10_53_33.wav,576000,578400,0,0,0,0
241,2024-05-20_10_53_33.wav,578400,580800,0,0,0,0
242,2024-05-20_10_53_33.wav,580800,583200,0,0,0,0
243,2024-05-20_10_53_33.wav,583200,585600,0,0,0,0
244,2024-05-20_10_53_33.wav,585600,588000,0,0,0,0
245,2024-05-20_10_53_33.wav,588000,590400,0,0,0,0
246,2024-05-20_10_53_33.wav,590400,592800,0,0,0,0
247,2024-05-20_10_53_33.wav,592800,595200,0,0,0,0
248,2024-05-20_10_53_33.wav,595200,597600,0,0,0,0
249,2024-05-20_10_53_33.wav,597600,600000,0,0,0,0
250,2024-05-20_10_53_33.wav,600000,602400,0,0,1,1
251,2024-05-20_10_53_33.wav,602400,604800,0,0,0,0
252,2024-05-20_10_53_33.wav,604800,607200,0,0,0,0
253,2024-05-20_10_53_33.wav,607200,609600,0,0,0,0
254,2024-05-20_10_53_33.wav,609600,612000,0,0,0,0
255,2024-05-20_10_53_33.wav,612000,614400,0,0,0,0
256,2024-05-20_10_53_33.wav,614400,616800,0,0,0,0
257,2024-05-20_10_53_33.wav,616800,619200,0,0,0,0
258,2024-05-20_10_53_33.wav,619200,621600,0,0,0,0
259,2024-05-20_10_53_33.wav,621600,624000,0,0,0,0
260,2024-05-20_10_53_33.wav,624000,626400,0,0,1,1
261,2024-05-20_10_53_33.wav,626400,628800,0,0,0,0
262,2024-05-20_10_53_33.wav,628800,631200,0,0,0,0
263,2024-05-20_10_53_33.wav,631200,633600,0,0,0,0
264,2024-05-20_10_53_33.wav,633600,636000,0,0,0,0
265,2024-05-20_10_53_33.wav,636000,638400,0,0,0,0
266,2024-05-20_10_53_33.wav,638400,640800,0,0,0,0
267,2024-05-20_10_53_33.wav,640800,643200,0,0,0,0
268,2024-05-20_10_53_33.wav,643200,645600,0,0,0,0
269,2024-05-20_10_53_33.wav,645600,648000,0,0,0,0
270,2024-05-20_10_53_33.wav,648000,650400,0,0,0,0
271,2024-05-20_10_53_33.wav,650400,652800,0,0,0,0
272,2024-05-20_10_53_33.wav,652800,655200,0,0,0,0
273,2024-05-20_10_53_33.wav,655200,657600,0,0,0,0
274,2024-05-20_10_53_33.wav,657600,660000,0,0,0,0
275,2024-05-20_10_53_33.wav,660000,662400,0,0,0,0
276,2024-05-20_10_53_33.wav,662400,664800,0,0,0,0
277,2024-05-20_10_53_33.wav,664800,667200,0,0,0,0
278,2024-05-20_10_53_33.wav,667200,669600,0,0,0,0
279,2024-05-20_10_53_33.wav,669600,672000,0,0,0,0
280,2024-05-20_10_53_33.wav,672000,674400,0,0,0,0
281,2024-05-20_10_53_33.wav,674400,676800,0,0,0,0
282,2024-05-20_10_53_33.wav,676800,679200,0,0,0,0
283,2024-05-20_10_53_33.wav,679200,681600,0,0,0,0
284,2024-05-20_10_53_33.wav,681600,684000,0,0,0,0
285,2024-05-20_10_53_33.wav,684000,686400,0,0,0,0
286,2024-05-20_10_53_33.wav,686400,688800,0,0,0,0
287,2024-05-20_10_53_33.wav,688800,691200,0,0,0,0
288,2024-05-20_10_53_33.wav,691200,693600,0,0,0,0
289,2024-05-20_10_53_33.wav,693600,696000,0,0,0,0
290,2024-05-20_10_53_33.wav,696000,698400,0,0,0,0
291,2024-05-20_10_53_33.wav,698400,700800,0,0,0,0
292,2024-05-20_10_53_33.wav,700800,703200,0,0,0,0
293,2024-05-20_10_53_33.wav,703200,705600,0,0,0,0
294,2024-05-20_10_53_33.wav,705600,708000,0,0,0,0
295,2024-05-20_10_53_33.wav,708000,710400,0,0,0,0
296,2024-05-20_10_53_33.wav,710400,712800,0,0,0,0
297,2024-05-20_10_53_33.wav,712800,715200,0,0,0,0
298,2024-05-20_10_53_33.wav,715200,717600,0,0,0,0
299,2024-05-20_10_53_33.wav,717600,720000,0,0,0,0
300,2024-05-20_10_53_33.wav,720000,722400,0,0,0,0
301,2024-05-20_10_53_33.wav,722400,724800,0,0,0,0
302,2024-05-20_10_53_33.wav,724800,727200,0,0,0,0
303,2024-05-20_10_53_33.wav,727200,729600,0,0,0,0
304,2024-05-20_10_53_33.wav,729600,732000,0,0,0,0
305,2024-05-20_10_53_33.wav,732000,734400,0,0,0,0
306,2024-05-20_10_53_33.wav,734400,736800,0,0,0,0
307,2024-05-20_10_53_33.wav,736800,739200,0,0,0,0
308,2024-05-20_10_53_33.wav,739200,741600,0,0,0,0
309,2024-05-20_10_53_33.wav,741600,744000,0,0,0,0
310,2024-05-20_10_53_33.wav,744000,746400,0,0,0,0
311,2024-05-20_10_53_33.wav,746400,748800,0,0,0,0
312,2024-05-20_10_53_33.wav,748800,751200,0,0,0,0
313,2024-05-20_10_53_33.wav,751200,753600,0,0,0,0
314,2024-05-20_10_53_33.wav,753600,756000,0,0,0,0
315,2024-05-20_10_53_33.wav,756000,758400,0,0,0,0
316,2024-05-20_10_53_33.wav,758400,760800,0,0,0,0
317,2024-05-20_10_53_33.wav,760800,763200,0,0,0,0
318,2024-05-20_10_53_33.wav,763200,765600,0,0,0,0
319,2024-05-20_10_53_33.wav,765600,768000,0,0,0,0
320,2024-05-20_10_53_33.wav,768000,770400,0,0,0,0
321,2024-05-20_10_53_33.wav,770400,772800,0,0,0,0
322,2024-05-20_10_53_33.wav,772800,775200,0,0,0,0
323,2024-05-20_10_53_33.wav,775200,777600,0,0,0,0
324,2024-05-20_10_53_33.wav,777600,780000,0,0,0,0
325,2024-05-20_10_53_33.wav,780000,782400,0,0,0,0
326,2024-05-20_10_53_33.wav,782400,784800,0,0,0,0
327,2024-05-20_10_53_33.wav,784800,787200,0,0,0,0
328,2024-05-20_10_53_33.wav,787200,789600,0,0,0,0
329,2024-05-20_10_53_33.wav,789600,792000,0,0,0,0
330,2024-05-20_10_53_33.wav,792000,794400,0,0,0,0
331,2024-05-20_10_53_33.wav,794400,796800,0,0,0,0
332,2024-05-20_10_53_33.wav,796800,799200,0,0,0,0
333,2024-05-20_10_53_33.wav,799200,801600,0,0,0,0
334,2024-05-20_10_53_33.wav,801600,804000,0,0,0,0
335,2024-05-20_10_53_33.wav,804000,806400,0,0,0,0
336,2024-05-20_10_53_33.wav,806400,808800,0,0,0,0
337,2024-05-20_10_53_33.wav,808800,811200,0,0,0,0
338,2024-05-20_10_53_33.wav,811200,813600,0,0,0,0
339,2024-05-20_10_53_33.wav,813600,816000,0,0,0,0
340,2024-05-20_10_53_33.wav,816000,818400,0,0,0,0
341,2024-05-20_10_53_33.wav,818400,820800,0,0,0,0
342,2024-05-20_10_53_33.wav,820800,823200,0,0,0,0
343,2024-05-20_10_53_33.wav,823200,825600,0,0,0,0
344,2024-05-20_10_53_33.wav,825600,828000,0,0,0,0
345,2024-05-20_10_53_33.wav,828000,830400,0,0,0,0
346,2024-05-20_10_53_33.wav,830400,832800,0,0,0,0
347,2024-05-20_10_53_33.wav,832800,835200,0,0,0,0
348,2024-05-20_10_53_33.wav,835200,837600,0,0,0,0
349,2024-05-20_10_53_33.wav,837600,840000,0,0,0,0
350,2024-05-20_10_53_33.wav,840000,842400,0,0,0,0
351,2024-05-20_10_53_33.wav,842400,844800,0,0,0,0
352,2024-05-20_10_53_33.wav,844800,847200,0,0,0,0
353,2024-05-20_10_53_33.wav,847200,849600,0,0,0,0
354,2024-05-20_10_53_33.wav,849600,852000,0,0,0,0
355,2024-05-20_10_53_33.wav,852000,854400,0,0,0,0
356,2024-05-20_10_53_33.wav,854400,856800,0,0,0,0
357,2024-05-20_10_53_33.wav,856800,859200,0,0,0,0
358,2024-05-20_10_53_33.wav,859200,861600,0,0,0,0
359,2024-05-20_10_53_33.wav,861600,864000,0,0,0,0
360,2024-05-20_10_53_33.wav,864000,866400,0,0,0,0
361,2024-05-20_10_53_33.wav,866400,868800,0,0,0,0
362,2024-05-20_10_53_33.wav,868800,871200,0,0,0,0
363,2024-05-20_10_53_33.wav,871200,873600,0,0,0,0
364,2024-05-20_10_53_33.wav,873600,876000,0,0,0,0
365,2024-05-20_10_53_33.wav,876000,878400,0,0,0,0
366,2024-05-20_10_53_33.wav,878400,880800,0,0,0,0
367,2024-05-20_10_53_33.wav,880800,883200,0,0,0,0
368,2024-05-20_10_53_33.wav,883200,885600,0,0,0,0
369,2024-05-20_10_53_33.wav,885600,888000,0,0,0,0
370,2024-05-20_10_53_33.wav,888000,890400,0,0,0,0
371,2024-05-20_10_53_33.wav,890400,892800,0,0,0,0
372,2024-05-20_10_53_33.wav,892800,895200,0,0,0,0
373,2024-05-20_10_53_33.wav,895200,897600,0,0,0,0
374,2024-05-20_10_53_33.wav,897600,900000,0,0,0,0
375,2024-05-20_10_53_33.wav,900000,902400,0,0,0,0
376,2024-05-20_10_53_33.wav,902400,904800,0,0,0,0
377,2024-05-20_10_53_33.wav,904800,907200,0,0,0,0
378,2024-05-20_10_53_33.wav,907200,909600,0,0,0,0
379,2024-05-20_10_53_33.wav,909600,912000,0,0,0,0
380,2024-05-20_10_53_33.wav,912000,914400,0,0,0,0
381,2024-05-20_10_53_33.wav,914400,916800,0,0,0,0
382,2024-05-20_10_53_33.wav,916800,919200,0,0,0,0
383,2024-05-20_10_53_33.wav,919200,921600,0,0,0,0
384,2024-05-20_10_53_33.wav,921600,924000,0,0,0,0
385,2024-05-20_10_53_33.wav,924000,926400,0,0,0,0
386,2024-05-20_10_53_33.wav,926400,928800,0,0,0,0
387,2024-05-20_10_53_33.wav,928800,931200,0,0,0,0
388,2024-05-20_10_53_33.wav,931200,933600,0,0,0,0
389,2024-05-20_10_53_33.wav,933600,936000,0,0,0,0
390,2024-05-20_10_53_33.wav,936000,938400,0,0,0,0
391,2024-05-20_10_53_33.wav,938400,940800,0,0,0,0
392,2024-05-20_10_53_33.wav,940800,943200,0,0,0,0
393,2024-05-20_10_53_33.wav,943200,945600,0,0,0,0
394,2024-05-20_10_53_33.wav,945600,948000,0,0,0,0
395,2024-05-20_10_53_33.wav,948000,950400,0,0,0,0
396,2024-05-20_10_53_33.wav,950400,952800,0,0,0,0
397,2024-05-20_10_53_33.wav,952800,955200,0,0,0,0
398,2024-05-20_10_53_33.wav,955200,957600,0,0,0,0
399,2024-05-20_10_53_33.wav,957600,960000,0,0,0,0
400,2024-05-20_10_53_33.wav,960000,962400,0,0,0,0
401,2024-05-20_10_53_33.wav,962400,964800,0,0,0,0
402,2024-05-20_10_53_33.wav,964800,967200,0,0,0,0
403,2024-05-20_10_53_33.wav,967200,969600,0,0,0,0
404,2024-05-20_10_53_33.wav,969600,972000,0,0,0,0
405,2024-05-20_10_53_33.wav,972000,974400,0,0,0,0
406,2024-05-20_10_53_33.wav,974400,976800,0,0,0,0
407,2024-05-20_10_53_33.wav,976800,979200,0,0,0,0
408,2024-05-20_10_53_33.wav,979200,981600,0,0,0,0
409,2024-05-20_10_53_33.wav,981600,984000,0,0,0,0
410,2024-05-20_10_53_33.wav,984000,986400,0,0,0,0
411,2024-05-20_10_53_33.wav,986400,988800,0,0,0,0
412,2024-05-20_10_53_33.wav,988800,991200,0,0,0,0
413,2024-05-20_10_53_33.wav,991200,993600,0,0,0,0
414,2024-05-20_10_53_33.wav,993600,996000,0,0,0,0
415,2024-05-20_10_53_33.wav,996000,998400,0,0,0,0
416,2024-05-20_10_53_33.wav,998400,1000800,0,0,0,0
417,2024-05-20_10_53_33.wav,1000800,1003200,0,0,0,0
418,2024-05-20_10_53_33.wav,1003200,1005600,0,0,0,0
419,2024-05-20_10_53_33.wav,1005600,1008000,0,0,0,0
420,2024-05-20_10_53_33.wav,1008000,1010400,0,0,0,0
421,2024-05-20_10_53_33.wav,1010400,1012800,0,0,0,0
422,2024-05-20_10_53_33.wav,1012800,1015200,0,0,0,0
423,2024-05-20_10_53_33.wav,1015200,1017600,0,0,0,0
424,2024-05-20_10_53_33.wav,1017600,1020000,0,0,0,0
425,2024-05-20_10_53_33.wav,1020000,1022400,0,0,0,0
426,2024-05-20_10_53_33.wav,1022400,1024800,0,0,0,0
427,2024-05-20_10_53_33.wav,1024800,1027200,0,0,0,0
428,2024-05-20_10_53_33.wav,1027200,1029600,0,0,0,0
429,2024-05-20_10_53_33.wav,1029600,1032000,0,0,0,0
430,2024-05-20_10_53_33.wav,1032000,1034400,0,0,0,0
431,2024-05-20_10_53_33.wav,1034400,1036800,0,0,0,0
432,2024-05-20_10_53_33.wav,1036800,1039200,0,0,0,0
433,2024-05-20_10_53_33.wav,1039200,1041600,0,0,0,0
