File,Start,End,Roll Amount,Label
2024-05-16_11_35_39.wav,496800,497280,2016,1
2024-05-16_11_35_39.wav,496800,497280,2064,1
2024-05-16_11_35_39.wav,496800,497280,2112,1
2024-05-16_11_35_39.wav,496800,497280,2160,1
2024-05-16_11_35_39.wav,496800,497280,2208,1
2024-05-16_11_35_39.wav,496800,497280,2256,1
2024-05-16_11_35_39.wav,496800,497280,2304,1
2024-05-16_11_35_39.wav,500160,500640,960,0
2024-05-16_11_35_39.wav,500640,501120,2064,0
2024-05-16_11_35_39.wav,501120,501600,1152,0
2024-05-16_11_35_39.wav,509760,510240,1488,0
2024-05-16_11_35_39.wav,510240,510720,1440,0
2024-05-16_11_35_39.wav,512160,512640,0,1
2024-05-16_11_35_39.wav,512160,512640,48,1
2024-05-16_11_35_39.wav,512160,512640,96,1
2024-05-16_11_35_39.wav,512160,512640,144,1
2024-05-16_11_35_39.wav,512160,512640,192,1
2024-05-16_11_35_39.wav,512160,512640,240,1
2024-05-16_11_35_39.wav,512160,512640,288,1
2024-05-16_11_35_39.wav,512160,512640,336,1
2024-05-16_11_35_39.wav,512160,512640,384,1
2024-05-16_11_35_39.wav,512160,512640,432,1
2024-05-16_11_35_39.wav,512160,512640,480,1
2024-05-16_11_35_39.wav,512160,512640,528,1
2024-05-16_11_35_39.wav,512160,512640,576,1
2024-05-16_11_35_39.wav,512160,512640,624,1
2024-05-16_11_35_39.wav,512160,512640,672,1
2024-05-16_11_35_39.wav,512160,512640,720,1
2024-05-16_11_35_39.wav,512160,512640,768,1
2024-05-16_11_35_39.wav,512160,512640,816,1
2024-05-16_11_35_39.wav,512160,512640,864,1
2024-05-16_11_35_39.wav,512160,512640,912,1
2024-05-16_11_35_39.wav,512160,512640,960,1
2024-05-16_11_35_39.wav,512160,512640,1008,1
2024-05-16_11_35_39.wav,512160,512640,1056,1
2024-05-16_11_35_39.wav,512160,512640,1104,1
2024-05-16_11_35_39.wav,512160,512640,1152,1
2024-05-16_11_35_39.wav,512160,512640,1200,1
2024-05-16_11_35_39.wav,512160,512640,1248,1
2024-05-16_11_35_39.wav,512160,512640,1296,1
2024-05-16_11_35_39.wav,512160,512640,1344,1
2024-05-16_11_35_39.wav,512160,512640,1392,1
2024-05-16_11_35_39.wav,512160,512640,1440,1
2024-05-16_11_35_39.wav,512160,512640,1488,1
2024-05-16_11_35_39.wav,512160,512640,1536,1
2024-05-16_11_35_39.wav,512160,512640,1584,1
2024-05-16_11_35_39.wav,512160,512640,1632,1
2024-05-16_11_35_39.wav,512160,512640,1680,1
2024-05-16_11_35_39.wav,512160,512640,1728,1
2024-05-16_11_35_39.wav,512160,512640,1776,1
2024-05-16_11_35_39.wav,512160,512640,1824,1
2024-05-16_11_35_39.wav,512160,512640,1872,1
2024-05-16_11_35_39.wav,512160,512640,1920,1
2024-05-16_11_35_39.wav,512160,512640,1968,1
2024-05-16_11_35_39.wav,512160,512640,2016,1
2024-05-16_11_35_39.wav,512160,512640,2064,1
2024-05-16_11_35_39.wav,512160,512640,2112,1
2024-05-16_11_35_39.wav,512160,512640,2160,1
2024-05-16_11_35_39.wav,512160,512640,2208,1
2024-05-16_11_35_39.wav,512160,512640,2256,1
2024-05-16_11_35_39.wav,512160,512640,2304,1
2024-05-16_11_35_39.wav,512640,513120,0,1
2024-05-16_11_35_39.wav,512640,513120,48,1
2024-05-16_11_35_39.wav,512640,513120,96,1
2024-05-16_11_35_39.wav,512640,513120,144,1
2024-05-16_11_35_39.wav,512640,513120,192,1
2024-05-16_11_35_39.wav,512640,513120,240,1
2024-05-16_11_35_39.wav,512640,513120,288,1
2024-05-16_11_35_39.wav,512640,513120,336,1
2024-05-16_11_35_39.wav,512640,513120,384,1
2024-05-16_11_35_39.wav,512640,513120,432,1
2024-05-16_11_35_39.wav,512640,513120,480,1
2024-05-16_11_35_39.wav,512640,513120,528,1
2024-05-16_11_35_39.wav,512640,513120,576,1
2024-05-16_11_35_39.wav,512640,513120,624,1
2024-05-16_11_35_39.wav,512640,513120,672,1
2024-05-16_11_35_39.wav,512640,513120,720,1
2024-05-16_11_35_39.wav,512640,513120,768,1
2024-05-16_11_35_39.wav,512640,513120,816,1
2024-05-16_11_35_39.wav,512640,513120,864,1
2024-05-16_11_35_39.wav,512640,513120,912,1
2024-05-16_11_35_39.wav,512640,513120,960,1
2024-05-16_11_35_39.wav,512640,513120,1008,1
2024-05-16_11_35_39.wav,512640,513120,1056,1
2024-05-16_11_35_39.wav,512640,513120,1104,1
2024-05-16_11_35_39.wav,512640,513120,1152,1
2024-05-16_11_35_39.wav,512640,513120,1200,1
2024-05-16_11_35_39.wav,512640,513120,1248,1
2024-05-16_11_35_39.wav,512640,513120,1296,1
2024-05-16_11_35_39.wav,512640,513120,1344,1
2024-05-16_11_35_39.wav,512640,513120,1392,1
2024-05-16_11_35_39.wav,512640,513120,1440,1
2024-05-16_11_35_39.wav,512640,513120,1488,1
2024-05-16_11_35_39.wav,512640,513120,1536,1
2024-05-16_11_35_39.wav,512640,513120,1584,1
2024-05-16_11_35_39.wav,512640,513120,1632,1
2024-05-16_11_35_39.wav,512640,513120,1680,1
2024-05-16_11_35_39.wav,512640,513120,1728,1
2024-05-16_11_35_39.wav,512640,513120,1776,1
2024-05-16_11_35_39.wav,512640,513120,1824,1
2024-05-16_11_35_39.wav,512640,513120,1872,1
2024-05-16_11_35_39.wav,512640,513120,1920,1
2024-05-16_11_35_39.wav,512640,513120,1968,1
2024-05-16_11_35_39.wav,512640,513120,2016,1
2024-05-16_11_35_39.wav,512640,513120,2064,1
2024-05-16_11_35_39.wav,512640,513120,2112,1
2024-05-16_11_35_39.wav,512640,513120,2160,1
2024-05-16_11_35_39.wav,512640,513120,2208,1
2024-05-16_11_35_39.wav,512640,513120,2256,1
2024-05-16_11_35_39.wav,512640,513120,2304,1
2024-05-16_11_35_39.wav,513120,513600,0,1
2024-05-16_11_35_39.wav,513120,513600,48,1
2024-05-16_11_35_39.wav,513120,513600,96,1
2024-05-16_11_35_39.wav,513120,513600,144,1
2024-05-16_11_35_39.wav,513120,513600,192,1
2024-05-16_11_35_39.wav,513120,513600,240,1
2024-05-16_11_35_39.wav,513120,513600,288,1
2024-05-16_11_35_39.wav,513120,513600,336,1
2024-05-16_11_35_39.wav,513120,513600,384,1
2024-05-16_11_35_39.wav,513120,513600,432,1
2024-05-16_11_35_39.wav,513120,513600,480,1
2024-05-16_11_35_39.wav,513120,513600,528,1
2024-05-16_11_35_39.wav,513120,513600,576,1
2024-05-16_11_35_39.wav,513120,513600,624,1
2024-05-16_11_35_39.wav,513120,513600,672,1
2024-05-16_11_35_39.wav,513120,513600,720,1
2024-05-16_11_35_39.wav,513120,513600,768,1
2024-05-16_11_35_39.wav,513120,513600,816,1
2024-05-16_11_35_39.wav,513120,513600,864,1
2024-05-16_11_35_39.wav,513120,513600,912,1
2024-05-16_11_35_39.wav,513120,513600,960,1
2024-05-16_11_35_39.wav,513120,513600,1008,1
2024-05-16_11_35_39.wav,513120,513600,1056,1
2024-05-16_11_35_39.wav,513120,513600,1104,1
2024-05-16_11_35_39.wav,513120,513600,1152,1
2024-05-16_11_35_39.wav,513120,513600,1200,1
2024-05-16_11_35_39.wav,513120,513600,1248,1
2024-05-16_11_35_39.wav,513120,513600,1296,1
2024-05-16_11_35_39.wav,513120,513600,1344,1
2024-05-16_11_35_39.wav,513120,513600,1392,1
2024-05-16_11_35_39.wav,513120,513600,1440,1
2024-05-16_11_35_39.wav,513120,513600,1488,1
2024-05-16_11_35_39.wav,513120,513600,1536,1
2024-05-16_11_35_39.wav,513120,513600,1584,1
2024-05-16_11_35_39.wav,513120,513600,1632,1
2024-05-16_11_35_39.wav,513120,513600,1680,1
2024-05-16_11_35_39.wav,513120,513600,1728,1
2024-05-16_11_35_39.wav,513120,513600,1776,1
2024-05-16_11_35_39.wav,513120,513600,1824,1
2024-05-16_11_35_39.wav,513120,513600,1872,1
2024-05-16_11_35_39.wav,513120,513600,1920,1
2024-05-16_11_35_39.wav,513120,513600,1968,1
2024-05-16_11_35_39.wav,513120,513600,2016,1
2024-05-16_11_35_39.wav,513120,513600,2064,1
2024-05-16_11_35_39.wav,513120,513600,2112,1
2024-05-16_11_35_39.wav,513120,513600,2160,1
2024-05-16_11_35_39.wav,513120,513600,2208,1
2024-05-16_11_35_39.wav,513120,513600,2256,1
2024-05-16_11_35_39.wav,513120,513600,2304,1
2024-05-16_11_35_39.wav,514560,515040,0,0
2024-05-16_11_35_39.wav,519840,520320,2064,0
2024-05-16_11_35_39.wav,520320,520800,1056,0
2024-05-16_11_35_39.wav,521760,522240,0,1
2024-05-16_11_35_39.wav,521760,522240,48,1
2024-05-16_11_35_39.wav,521760,522240,96,1
2024-05-16_11_35_39.wav,521760,522240,144,1
2024-05-16_11_35_39.wav,521760,522240,192,1
2024-05-16_11_35_39.wav,521760,522240,240,1
2024-05-16_11_35_39.wav,521760,522240,288,1
2024-05-16_11_35_39.wav,521760,522240,336,1
2024-05-16_11_35_39.wav,521760,522240,384,1
2024-05-16_11_35_39.wav,521760,522240,432,1
2024-05-16_11_35_39.wav,521760,522240,480,1
2024-05-16_11_35_39.wav,521760,522240,528,1
2024-05-16_11_35_39.wav,521760,522240,576,1
2024-05-16_11_35_39.wav,521760,522240,624,1
2024-05-16_11_35_39.wav,521760,522240,672,1
2024-05-16_11_35_39.wav,521760,522240,720,1
2024-05-16_11_35_39.wav,521760,522240,768,1
2024-05-16_11_35_39.wav,521760,522240,816,1
2024-05-16_11_35_39.wav,521760,522240,864,1
2024-05-16_11_35_39.wav,521760,522240,912,1
2024-05-16_11_35_39.wav,521760,522240,960,1
2024-05-16_11_35_39.wav,521760,522240,1008,1
2024-05-16_11_35_39.wav,521760,522240,1056,1
2024-05-16_11_35_39.wav,521760,522240,1104,1
2024-05-16_11_35_39.wav,521760,522240,1152,1
2024-05-16_11_35_39.wav,521760,522240,1200,1
2024-05-16_11_35_39.wav,521760,522240,1248,1
2024-05-16_11_35_39.wav,521760,522240,1296,1
2024-05-16_11_35_39.wav,521760,522240,1344,1
2024-05-16_11_35_39.wav,521760,522240,1392,1
2024-05-16_11_35_39.wav,521760,522240,1440,1
2024-05-16_11_35_39.wav,521760,522240,1488,1
2024-05-16_11_35_39.wav,521760,522240,1536,1
2024-05-16_11_35_39.wav,521760,522240,1584,1
2024-05-16_11_35_39.wav,521760,522240,1632,1
2024-05-16_11_35_39.wav,521760,522240,1680,1
2024-05-16_11_35_39.wav,521760,522240,1728,1
2024-05-16_11_35_39.wav,521760,522240,1776,1
2024-05-16_11_35_39.wav,521760,522240,1824,1
2024-05-16_11_35_39.wav,521760,522240,1872,1
2024-05-16_11_35_39.wav,521760,522240,1920,1
2024-05-16_11_35_39.wav,521760,522240,1968,1
2024-05-16_11_35_39.wav,521760,522240,2016,1
2024-05-16_11_35_39.wav,521760,522240,2064,1
2024-05-16_11_35_39.wav,521760,522240,2112,1
2024-05-16_11_35_39.wav,521760,522240,2160,1
2024-05-16_11_35_39.wav,521760,522240,2208,1
2024-05-16_11_35_39.wav,521760,522240,2256,1
2024-05-16_11_35_39.wav,521760,522240,2304,1
2024-05-16_11_35_39.wav,522240,522720,0,1
2024-05-16_11_35_39.wav,522240,522720,48,1
2024-05-16_11_35_39.wav,522240,522720,96,1
2024-05-16_11_35_39.wav,522240,522720,144,1
2024-05-16_11_35_39.wav,522240,522720,192,1
2024-05-16_11_35_39.wav,522240,522720,240,1
2024-05-16_11_35_39.wav,522240,522720,288,1
2024-05-16_11_35_39.wav,522240,522720,336,1
2024-05-16_11_35_39.wav,522240,522720,384,1
2024-05-16_11_35_39.wav,522240,522720,432,1
2024-05-16_11_35_39.wav,522240,522720,480,1
2024-05-16_11_35_39.wav,522240,522720,528,1
2024-05-16_11_35_39.wav,522240,522720,576,1
2024-05-16_11_35_39.wav,522240,522720,624,1
2024-05-16_11_35_39.wav,522240,522720,672,1
2024-05-16_11_35_39.wav,522240,522720,720,1
2024-05-16_11_35_39.wav,522240,522720,768,1
2024-05-16_11_35_39.wav,522240,522720,816,1
2024-05-16_11_35_39.wav,522240,522720,864,1
2024-05-16_11_35_39.wav,522240,522720,912,1
2024-05-16_11_35_39.wav,522240,522720,960,1
2024-05-16_11_35_39.wav,522240,522720,1008,1
2024-05-16_11_35_39.wav,522240,522720,1056,1
2024-05-16_11_35_39.wav,522240,522720,1104,1
2024-05-16_11_35_39.wav,522240,522720,1152,1
2024-05-16_11_35_39.wav,522240,522720,1200,1
2024-05-16_11_35_39.wav,522240,522720,1248,1
2024-05-16_11_35_39.wav,522240,522720,1296,1
2024-05-16_11_35_39.wav,522240,522720,1344,1
2024-05-16_11_35_39.wav,522240,522720,1392,1
2024-05-16_11_35_39.wav,522240,522720,1440,1
2024-05-16_11_35_39.wav,522240,522720,1488,1
2024-05-16_11_35_39.wav,522240,522720,1536,1
2024-05-16_11_35_39.wav,522240,522720,1584,1
2024-05-16_11_35_39.wav,522240,522720,1632,1
2024-05-16_11_35_39.wav,522240,522720,1680,1
2024-05-16_11_35_39.wav,522240,522720,1728,1
2024-05-16_11_35_39.wav,522240,522720,1776,1
2024-05-16_11_35_39.wav,522240,522720,1824,1
2024-05-16_11_35_39.wav,522240,522720,1872,1
2024-05-16_11_35_39.wav,522240,522720,1920,1
2024-05-16_11_35_39.wav,522240,522720,1968,1
2024-05-16_11_35_39.wav,522240,522720,2016,1
